CHR/ IB Item ID,Customer Name,Site Name,Customer location (Country),Project/ BAU,FEB Reference,Task Received Date,month,Task Accept Date,Request place date,Task close date,Date of Install,INSTALL TIME,CHR Value,Curr.,Converted to USD,Duration Hour,Additional hrs,quote received,Neeco- Basic,Neeco - addi,SGS-Basic,SGS - addi,NSC- Basic,Travel/cable /nuts,NSC - addi,Supplier,Basic Hrs,Additional hrs ,Curr. ,Basic saving,Cost optimization,Additional hrs  ,Final Charges,FE received Date- Vendor,FE details shared - Requestor,FE Name,FE Contact No.,Task Regarding,Requestor name,PO NO,Remarks,IN TIME,OUT TIME,closed,Quote ETA,"Request received, validated - Accepted/Rejected",Order placing to vendors,Expected ETA from vendor,Provide ETA & FE details to internal team,Closer Measurement,Task Acceptance,FE closure,quote received date,SVR Received date,PO Created date,CLOSURE STATUS
CHR001000165,Airtel Africa,Airtel Africa - India,India,Project,FEB3455054143,08/19/2024,Aug-2024,08/20/2024,08/20/2024,08/27/2024,08/27/2024,13:00,638.31,USD,638.31,8.4,3.0,08/20/2024,382.99,90.0,0.0,0.0,0.0,16.6,0.0,Neeco,8.4,3.0,USD,37.75,37.75,3.0,600.56,08/20/2024,08/21/2024,Ali Hassan,+59 464 3557,FE detail Received,Anandhy,4535566111,,13:00,21:00,08/27/2024,3,Not Met,MET,MET,MET,MET,MET,Not Met,08/20/2024,08/27/2024,08/20/2024,TASK CLOSE
CHR001000166,SGS S.A.,SGS S.A. - Australia,Australia,BAU,FEB4350598093,02/09/2024,Feb-2024,02/11/2024,02/11/2024,02/20/2024,02/17/2024,17:45,982.72,USD,982.72,7.7,5.3,02/11/2024,0.0,0.0,0.0,0.0,589.63,74.53,159.0,NSC,7.7,5.3,USD,36.54,36.54,5.3,946.18,02/11/2024,02/12/2024,Pedro Alves,+43 456 8115,FE detail Received,Supriya,4516178675,,17:45,23:45,02/20/2024,2,MET,Not Met,Not Met,MET,Not Met,Not Met,Not Met,02/11/2024,02/20/2024,02/11/2024,TASK CLOSE
CHR001000167,Deutsche Telekom,Deutsche Telekom - Germany,Germany,BAU,FEB7150116885,09/25/2024,Sep-2024,09/25/2024,09/25/2024,10/05/2024,10/01/2024,17:00,988.44,USD,988.44,11.6,3.3,09/25/2024,0.0,0.0,0.0,0.0,593.06,65.05,99.0,NSC,11.6,3.3,USD,37.64,37.64,3.3,950.8,09/25/2024,09/26/2024,Pedro Alves,+19 235 6507,FE detail Received,Renuka,4563868130,,17:00,23:00,10/05/2024,5,MET,MET,MET,MET,Not Met,MET,Not Met,09/25/2024,10/05/2024,09/25/2024,CANCELLED
CHR001000168,Nokia Networks,Nokia Networks - Indonesia,Indonesia,BAU,FEB8180101072,10/13/2024,Oct-2024,10/13/2024,10/13/2024,10/24/2024,10/21/2024,17:00,646.4,USD,646.4,7.9,1.4,10/13/2024,387.84,42.0,0.0,0.0,0.0,39.65,0.0,Neeco,7.9,1.4,USD,45.87,45.87,1.4,600.53,10/13/2024,10/14/2024,Ivan Petrov,+45 295 6254,FE detail Received,Sonali,4579708841,,17:00,23:00,10/24/2024,1,Not Met,MET,MET,Not Met,MET,Not Met,MET,10/13/2024,10/24/2024,10/13/2024,OPEN TASK
CHR001000169,Nokia Networks,Nokia Networks - Indonesia,Indonesia,Project,FEB5772902637,01/23/2024,Jan-2024,01/23/2024,01/23/2024,02/01/2024,01/27/2024,12:00,741.11,USD,741.11,6.2,2.5,01/23/2024,444.67,75.0,0.0,0.0,0.0,41.5,0.0,Neeco,6.2,2.5,USD,89.5,89.5,2.5,651.61,01/23/2024,01/24/2024,Ngozi Adeyemi,+3 439 4424,FE detail Received,Rahul,4572209870,,12:00,18:00,02/01/2024,2,MET,MET,MET,MET,Not Met,MET,MET,01/23/2024,02/01/2024,01/23/2024,CANCELLED
CHR001000170,Cisco Systems,Cisco Systems - Germany,Germany,Project,FEB4712064103,10/25/2024,Oct-2024,10/27/2024,10/27/2024,11/05/2024,11/05/2024,18:30,640.49,USD,640.49,8.6,2.2,10/27/2024,0.0,0.0,0.0,0.0,384.29,11.34,66.0,NSC,8.6,2.2,USD,3.33,3.33,2.2,637.16,10/27/2024,10/28/2024,Mohammed Al-Farsi,+84 495 4787,FE detail Received,Supriya,4568255127,,18:30,23:30,11/05/2024,1,Not Met,MET,MET,MET,Not Met,Not Met,MET,10/27/2024,11/05/2024,10/27/2024,CANCELLED
CHR001000171,Ericsson,Ericsson - USA,USA,BAU,FEB7982725037,12/30/2024,Dec-2024,12/30/2024,12/30/2024,01/01/2025,12/31/2024,16:30,446.98,USD,446.98,5.7,0.3,12/30/2024,0.0,0.0,268.19,9.0,0.0,71.51,0.0,SGS,5.7,0.3,USD,95.35,95.35,0.3,351.63,12/30/2024,12/31/2024,Anna Kowalski,+4 668 5590,FE detail Received,Anandhy,4520361927,,16:30,21:30,01/01/2025,3,Not Met,MET,MET,MET,MET,MET,MET,12/30/2024,01/01/2025,12/30/2024,TASK CLOSE
CHR001000172,Cisco Systems,Cisco Systems - China,China,BAU,FEB4307339566,05/03/2024,May-2024,05/05/2024,05/05/2024,05/11/2024,05/08/2024,10:30,730.5,USD,730.5,15.7,5.6,05/05/2024,0.0,0.0,0.0,0.0,438.3,55.94,168.0,NSC,15.7,5.6,USD,40.01,40.01,5.6,690.49,05/05/2024,05/06/2024,Rania Mostafa,+73 261 6201,FE detail Received,Renuka,4574804948,,10:30,23:30,05/11/2024,5,Not Met,MET,MET,Not Met,MET,Not Met,MET,05/05/2024,05/11/2024,05/05/2024,OPEN TASK
CHR001000173,Cisco Systems,Cisco Systems - UAE,UAE,BAU,FEB3561349676,07/29/2024,Jul-2024,07/30/2024,07/30/2024,08/12/2024,08/07/2024,17:30,1153.28,USD,1153.28,15.3,5.6,07/30/2024,0.0,0.0,0.0,0.0,691.97,26.16,168.0,NSC,15.3,5.6,USD,38.12,38.12,5.6,1115.16,07/30/2024,07/31/2024,David Kimani,+4 467 2302,FE detail Received,Rahul,4563968467,,17:30,23:30,08/12/2024,2,MET,MET,Not Met,MET,MET,MET,Not Met,07/30/2024,08/12/2024,07/30/2024,TASK CLOSE
CHR001000174,Seven For All Mankind,Seven For All Mankind - USA,USA,Project,FEB8249315123,03/24/2024,Mar-2024,03/24/2024,03/24/2024,03/28/2024,03/28/2024,10:45,770.17,USD,770.17,6.5,2.9,03/24/2024,462.1,87.0,0.0,0.0,0.0,70.67,0.0,Neeco,6.5,2.9,USD,36.36,36.36,2.9,733.81,03/24/2024,03/25/2024,Sophie Martin,+32 537 7633,FE detail Received,Deepa,4505613827,,10:45,16:45,03/28/2024,5,MET,MET,MET,MET,Not Met,Not Met,MET,03/24/2024,03/28/2024,03/24/2024,TASK CLOSE
CHR001000175,Ericsson,Ericsson - Australia,Australia,BAU,FEB6545573143,09/25/2024,Sep-2024,09/27/2024,09/27/2024,10/02/2024,09/28/2024,14:00,1114.44,USD,1114.44,7.1,3.8,09/27/2024,0.0,0.0,0.0,0.0,668.66,37.86,114.0,NSC,7.1,3.8,USD,1.96,1.96,3.8,1112.48,09/27/2024,09/28/2024,Rania Mostafa,+39 892 5684,FE detail Received,Supriya,4522345453,,14:00,21:00,10/02/2024,4,MET,Not Met,MET,Not Met,Not Met,Not Met,MET,09/27/2024,10/02/2024,09/27/2024,CANCELLED
CHR001000176,Ericsson,Ericsson - Kenya,Kenya,Project,FEB4420882289,02/27/2024,Feb-2024,02/27/2024,02/27/2024,03/13/2024,03/08/2024,09:30,529.38,USD,529.38,7.3,1.8,02/27/2024,317.63,54.0,0.0,0.0,0.0,60.29,0.0,Neeco,7.3,1.8,USD,90.6,90.6,1.8,438.78,02/27/2024,02/28/2024,Sophie Martin,+16 193 2870,FE detail Received,Rahul,4560317234,,09:30,16:30,03/13/2024,3,MET,Not Met,Not Met,Not Met,Not Met,MET,MET,02/27/2024,03/13/2024,02/27/2024,OPEN TASK
CHR001000177,Ericsson,Ericsson - UK,UK,BAU,FEB1871241447,07/13/2024,Jul-2024,07/13/2024,07/13/2024,07/18/2024,07/16/2024,15:30,605.06,USD,605.06,11.7,4.6,07/13/2024,0.0,0.0,0.0,0.0,363.04,53.58,138.0,NSC,11.7,4.6,USD,15.48,15.48,4.6,589.58,07/13/2024,07/14/2024,Mohammed Al-Farsi,+33 112 8514,FE detail Received,Supriya,4566926628,,15:30,23:30,07/18/2024,5,Not Met,MET,MET,MET,Not Met,Not Met,MET,07/13/2024,07/18/2024,07/13/2024,TASK CLOSE
CHR001000178,Cisco Systems,Cisco Systems - USA,USA,BAU,FEB4667168880,08/14/2024,Aug-2024,08/14/2024,08/14/2024,08/28/2024,08/24/2024,13:00,694.68,USD,694.68,6.1,5.5,08/14/2024,0.0,0.0,0.0,0.0,416.81,56.69,165.0,NSC,6.1,5.5,USD,2.75,2.75,5.5,691.93,08/14/2024,08/15/2024,Nadia Benali,+78 405 6424,FE detail Received,Renuka,4506580878,,13:00,19:00,08/28/2024,1,MET,MET,MET,MET,MET,Not Met,Not Met,08/14/2024,08/28/2024,08/14/2024,TASK CLOSE
CHR001000179,Ericsson,Ericsson - Australia,Australia,BAU,FEB8986096303,03/31/2024,Mar-2024,04/01/2024,04/01/2024,04/13/2024,04/11/2024,12:45,709.51,USD,709.51,15.3,2.4,04/01/2024,0.0,0.0,0.0,0.0,425.71,33.04,72.0,NSC,15.3,2.4,USD,27.52,27.52,2.4,681.99,04/01/2024,04/02/2024,Rania Mostafa,+53 637 4438,FE detail Received,Rahul,4528058347,,12:45,23:45,04/13/2024,5,MET,MET,Not Met,MET,MET,MET,MET,04/01/2024,04/13/2024,04/01/2024,TASK CLOSE
CHR001000180,Deutsche Telekom,Deutsche Telekom - Australia,Australia,Project,FEB5205879645,08/06/2024,Aug-2024,08/08/2024,08/08/2024,08/16/2024,08/14/2024,10:15,406.16,USD,406.16,4.1,1.0,08/08/2024,0.0,0.0,243.7,30.0,0.0,10.11,0.0,SGS,4.1,1.0,USD,123.88,123.88,1.0,282.28,08/08/2024,08/09/2024,Lucas Silva,+4 576 2932,FE detail Received,Rahul,4527827473,,10:15,14:15,08/16/2024,5,Not Met,MET,MET,MET,MET,MET,MET,08/08/2024,08/16/2024,08/08/2024,TASK CLOSE
CHR001000181,SGS S.A.,SGS S.A. - Germany,Germany,BAU,FEB8183216649,12/19/2024,Dec-2024,12/20/2024,12/20/2024,12/25/2024,12/25/2024,08:15,726.75,USD,726.75,9.1,4.0,12/20/2024,0.0,0.0,0.0,0.0,436.05,74.13,120.0,NSC,9.1,4.0,USD,30.8,30.8,4.0,695.95,12/20/2024,12/21/2024,Lin Xiaoming,+5 761 3224,FE detail Received,Supriya,4520855594,,08:15,17:15,12/25/2024,4,Not Met,MET,MET,Not Met,MET,MET,Not Met,12/20/2024,12/25/2024,12/20/2024,OPEN TASK
CHR001000182,Deutsche Telekom,Deutsche Telekom - Singapore,Singapore,Project,FEB4618105265,10/16/2024,Oct-2024,10/18/2024,10/18/2024,10/28/2024,10/24/2024,08:30,674.2,USD,674.2,7.2,1.4,10/18/2024,404.52,42.0,0.0,0.0,0.0,49.97,0.0,Neeco,7.2,1.4,USD,42.44,42.44,1.4,631.76,10/18/2024,10/19/2024,Joel Macharia,+50 291 2914,FE detail Received,Deepa,4541376831,,08:30,15:30,10/28/2024,3,MET,MET,MET,Not Met,MET,Not Met,Not Met,10/18/2024,10/28/2024,10/18/2024,CANCELLED
CHR001000183,SGS S.A.,SGS S.A. - India,India,Project,FEB8625857078,09/25/2024,Sep-2024,09/26/2024,09/26/2024,09/29/2024,09/29/2024,13:45,480.84,USD,480.84,6.2,1.1,09/26/2024,288.5,33.0,0.0,0.0,0.0,20.03,0.0,Neeco,6.2,1.1,USD,32.33,32.33,1.1,448.51,09/26/2024,09/27/2024,Sophie Martin,+13 941 9456,FE detail Received,Rahul,4517812995,,13:45,19:45,09/29/2024,2,MET,MET,Not Met,MET,Not Met,MET,MET,09/26/2024,09/29/2024,09/26/2024,CANCELLED
CHR001000184,Huawei,Huawei - Germany,Germany,Project,FEB8614062614,02/14/2024,Feb-2024,02/15/2024,02/15/2024,02/23/2024,02/23/2024,12:30,523.67,USD,523.67,2.4,0.8,02/15/2024,0.0,0.0,314.2,24.0,0.0,56.98,0.0,SGS,2.4,0.8,USD,80.08,80.08,0.8,443.59,02/15/2024,02/16/2024,Chen Wei,+35 252 3580,FE detail Received,Sonali,4515362614,,12:30,14:30,02/23/2024,1,Not Met,MET,MET,MET,MET,MET,MET,02/15/2024,02/23/2024,02/15/2024,TASK CLOSE
CHR001000185,Seven For All Mankind,Seven For All Mankind - India,India,BAU,FEB7126623737,12/26/2024,Dec-2024,12/27/2024,12/27/2024,01/07/2025,01/06/2025,14:00,1124.57,USD,1124.57,7.7,3.2,12/27/2024,0.0,0.0,0.0,0.0,674.74,22.53,96.0,NSC,7.7,3.2,USD,2.52,2.52,3.2,1122.05,12/27/2024,12/28/2024,Elena Ivanova,+77 706 8304,FE detail Received,Priya,4547731087,,14:00,21:00,01/07/2025,3,MET,MET,Not Met,Not Met,MET,Not Met,MET,12/27/2024,01/07/2025,12/27/2024,CANCELLED
CHR001000186,Seven For All Mankind,Seven For All Mankind - Australia,Australia,BAU,FEB8151896308,02/17/2024,Feb-2024,02/19/2024,02/19/2024,02/27/2024,02/27/2024,13:45,513.06,USD,513.06,3.8,0.7,02/19/2024,0.0,0.0,307.84,21.0,0.0,65.21,0.0,SGS,3.8,0.7,USD,142.54,142.54,0.7,370.52,02/19/2024,02/20/2024,Lucas Silva,+42 564 8987,FE detail Received,Renuka,4508773168,,13:45,16:45,02/27/2024,4,MET,MET,Not Met,MET,MET,MET,MET,02/19/2024,02/27/2024,02/19/2024,OPEN TASK
CHR001000187,Seven For All Mankind,Seven For All Mankind - Australia,Australia,Project,FEB2648479139,09/17/2024,Sep-2024,09/17/2024,09/17/2024,09/29/2024,09/24/2024,16:15,659.78,USD,659.78,8.8,1.7,09/17/2024,395.87,51.0,0.0,0.0,0.0,33.85,0.0,Neeco,8.8,1.7,USD,69.67,69.67,1.7,590.11,09/17/2024,09/18/2024,Ngozi Adeyemi,+89 705 8063,FE detail Received,Deepa,4558432185,,16:15,23:15,09/29/2024,5,Not Met,MET,MET,MET,MET,Not Met,MET,09/17/2024,09/29/2024,09/17/2024,TASK CLOSE
CHR001000188,Hilton Hotels,Hilton Hotels - USA,USA,Project,FEB1264064129,10/30/2024,Oct-2024,11/01/2024,11/01/2024,11/11/2024,11/09/2024,14:30,352.85,USD,352.85,4.2,0.8,11/01/2024,0.0,0.0,211.71,24.0,0.0,25.23,0.0,SGS,4.2,0.8,USD,165.7,165.7,0.8,187.15,11/01/2024,11/02/2024,James Osei,+18 694 1003,FE detail Received,Deepa,4519693143,,14:30,18:30,11/11/2024,2,MET,MET,MET,MET,MET,Not Met,MET,11/01/2024,11/11/2024,11/01/2024,OPEN TASK
CHR001000189,Huawei,Huawei - India,India,BAU,FEB2542943951,12/13/2024,Dec-2024,12/14/2024,12/14/2024,12/26/2024,12/21/2024,13:00,326.79,USD,326.79,5.9,0.3,12/14/2024,0.0,0.0,196.07,9.0,0.0,70.29,0.0,SGS,5.9,0.3,USD,94.13,94.13,0.3,232.66,12/14/2024,12/15/2024,Priya Singh,+4 340 8073,FE detail Received,Rahul,4579210454,,13:00,18:00,12/26/2024,4,MET,Not Met,MET,MET,MET,MET,Not Met,12/14/2024,12/26/2024,12/14/2024,TASK CLOSE
CHR001000190,Seven For All Mankind,Seven For All Mankind - USA,USA,BAU,FEB1363626724,04/06/2024,Apr-2024,04/08/2024,04/08/2024,04/17/2024,04/15/2024,15:45,599.24,USD,599.24,5.4,0.2,04/08/2024,0.0,0.0,359.54,6.0,0.0,54.96,0.0,SGS,5.4,0.2,USD,158.2,158.2,0.2,441.04,04/08/2024,04/09/2024,Fatihaqul Ihsan,+54 980 8471,FE detail Received,Deepa,4593333735,,15:45,20:45,04/17/2024,5,Not Met,MET,MET,MET,MET,MET,MET,04/08/2024,04/17/2024,04/08/2024,TASK CLOSE
CHR001000191,SGS S.A.,SGS S.A. - UAE,UAE,Project,FEB3965663196,04/05/2024,Apr-2024,04/06/2024,04/06/2024,04/16/2024,04/16/2024,17:45,494.7,USD,494.7,7.5,2.7,04/06/2024,296.82,81.0,0.0,0.0,0.0,19.95,0.0,Neeco,7.5,2.7,USD,98.26,98.26,2.7,396.44,04/06/2024,04/07/2024,Carlos Mendez,+94 639 5578,FE detail Received,Supriya,4569383794,,17:45,23:45,04/16/2024,1,MET,MET,MET,MET,MET,MET,MET,04/06/2024,04/16/2024,04/06/2024,TASK CLOSE
CHR001000192,Huawei,Huawei - Singapore,Singapore,BAU,FEB9741659629,06/08/2024,Jun-2024,06/10/2024,06/10/2024,06/13/2024,06/11/2024,12:30,817.82,USD,817.82,11.4,2.0,06/10/2024,0.0,0.0,0.0,0.0,490.69,74.6,60.0,NSC,11.4,2.0,USD,48.89,48.89,2.0,768.93,06/10/2024,06/11/2024,Sarah Johnson,+96 411 5267,FE detail Received,Renuka,4584463223,,12:30,23:30,06/13/2024,4,MET,MET,MET,MET,MET,Not Met,Not Met,06/10/2024,06/13/2024,06/10/2024,TASK CLOSE
CHR001000193,Deutsche Telekom,Deutsche Telekom - Germany,Germany,Project,FEB6048301832,09/05/2024,Sep-2024,09/05/2024,09/05/2024,09/12/2024,09/08/2024,17:15,676.44,USD,676.44,6.8,5.1,09/05/2024,0.0,0.0,0.0,0.0,405.86,64.78,153.0,NSC,6.8,5.1,USD,30.19,30.19,5.1,646.25,09/05/2024,09/06/2024,Rania Mostafa,+31 596 3962,FE detail Received,Deepa,4570784933,,17:15,23:15,09/12/2024,1,MET,MET,MET,Not Met,MET,Not Met,MET,09/05/2024,09/12/2024,09/05/2024,OPEN TASK
CHR001000194,Cisco Systems,Cisco Systems - UK,UK,Project,FEB6298534979,05/01/2024,May-2024,05/03/2024,05/03/2024,05/16/2024,05/11/2024,14:45,520.31,USD,520.31,4.6,0.2,05/03/2024,0.0,0.0,312.19,6.0,0.0,57.85,0.0,SGS,4.6,0.2,USD,75.14,75.14,0.2,445.17,05/03/2024,05/04/2024,Lucas Silva,+50 585 5302,FE detail Received,Anandhy,4571194737,,14:45,18:45,05/16/2024,4,MET,Not Met,MET,MET,MET,MET,MET,05/03/2024,05/16/2024,05/03/2024,TASK CLOSE
CHR001000195,Ericsson,Ericsson - Kenya,Kenya,Project,FEB5265825306,11/22/2024,Nov-2024,11/23/2024,11/23/2024,12/04/2024,11/30/2024,11:15,734.48,USD,734.48,15.2,5.4,11/23/2024,0.0,0.0,0.0,0.0,440.69,31.93,162.0,NSC,15.2,5.4,USD,38.66,38.66,5.4,695.82,11/23/2024,11/24/2024,David Kimani,+2 788 1138,FE detail Received,Deepa,4509120357,,11:15,23:15,12/04/2024,1,MET,MET,MET,MET,Not Met,MET,MET,11/23/2024,12/04/2024,11/23/2024,TASK CLOSE
CHR001000196,SGS S.A.,SGS S.A. - India,India,Project,FEB5153944226,01/18/2024,Jan-2024,01/18/2024,01/18/2024,01/28/2024,01/28/2024,17:15,1125.78,USD,1125.78,6.6,4.4,01/18/2024,0.0,0.0,0.0,0.0,675.47,72.72,132.0,NSC,6.6,4.4,USD,4.32,4.32,4.4,1121.46,01/18/2024,01/19/2024,Amara Diallo,+90 288 5150,FE detail Received,Sonali,4562673716,,17:15,23:15,01/28/2024,1,MET,Not Met,MET,MET,MET,MET,Not Met,01/18/2024,01/28/2024,01/18/2024,CANCELLED
CHR001000197,Seven For All Mankind,Seven For All Mankind - India,India,Project,FEB1465705342,02/07/2024,Feb-2024,02/08/2024,02/08/2024,02/12/2024,02/09/2024,14:15,680.77,USD,680.77,9.9,6.0,02/08/2024,0.0,0.0,0.0,0.0,408.46,47.84,180.0,NSC,9.9,6.0,USD,10.03,10.03,6.0,670.74,02/08/2024,02/09/2024,Elena Ivanova,+56 323 2740,FE detail Received,Supriya,4596019405,,14:15,23:15,02/12/2024,3,MET,MET,MET,MET,MET,Not Met,MET,02/08/2024,02/12/2024,02/08/2024,CANCELLED
CHR001000198,Seven For All Mankind,Seven For All Mankind - USA,USA,BAU,FEB3319835182,11/30/2024,Nov-2024,12/02/2024,12/02/2024,12/03/2024,12/03/2024,14:45,680.02,USD,680.02,8.0,1.5,12/02/2024,408.01,45.0,0.0,0.0,0.0,10.23,0.0,Neeco,8.0,1.5,USD,59.25,59.25,1.5,620.77,12/02/2024,12/03/2024,Joel Macharia,+89 937 8898,FE detail Received,Renuka,4576134185,,14:45,22:45,12/03/2024,5,Not Met,MET,MET,MET,MET,Not Met,MET,12/02/2024,12/03/2024,12/02/2024,CANCELLED
CHR001000199,Ericsson,Ericsson - UAE,UAE,BAU,FEB1813743830,06/23/2024,Jun-2024,06/23/2024,06/23/2024,07/03/2024,07/01/2024,13:45,527.53,USD,527.53,12.5,2.7,06/23/2024,0.0,0.0,0.0,0.0,316.52,12.5,81.0,NSC,12.5,2.7,USD,31.53,31.53,2.7,496.0,06/23/2024,06/24/2024,Sarah Johnson,+4 837 4907,FE detail Received,Supriya,4552179495,,13:45,23:45,07/03/2024,1,Not Met,MET,MET,Not Met,Not Met,MET,MET,06/23/2024,07/03/2024,06/23/2024,CANCELLED
CHR001000200,Airtel Africa,Airtel Africa - Germany,Germany,BAU,FEB5376842282,01/29/2024,Jan-2024,01/30/2024,01/30/2024,02/03/2024,01/31/2024,09:00,666.93,USD,666.93,4.7,2.6,01/30/2024,400.16,78.0,0.0,0.0,0.0,73.5,0.0,Neeco,4.7,2.6,USD,66.35,66.35,2.6,600.58,01/30/2024,01/31/2024,Joel Macharia,+80 146 4976,FE detail Received,Rahul,4587078639,,09:00,13:00,02/03/2024,2,MET,MET,Not Met,Not Met,Not Met,MET,Not Met,01/30/2024,02/03/2024,01/30/2024,TASK CLOSE
CHR001000201,Seven For All Mankind,Seven For All Mankind - Australia,Australia,BAU,FEB9785727315,10/29/2024,Oct-2024,10/29/2024,10/29/2024,10/31/2024,10/31/2024,13:00,366.17,USD,366.17,4.0,0.8,10/29/2024,0.0,0.0,219.7,24.0,0.0,22.14,0.0,SGS,4.0,0.8,USD,151.76,151.76,0.8,214.41,10/29/2024,10/30/2024,Lucas Silva,+9 223 5487,FE detail Received,Anandhy,4555721070,,13:00,17:00,10/31/2024,2,MET,MET,MET,Not Met,Not Met,MET,MET,10/29/2024,10/31/2024,10/29/2024,CANCELLED
CHR001000202,Huawei,Huawei - Kenya,Kenya,BAU,FEB7229502736,07/11/2024,Jul-2024,07/11/2024,07/11/2024,07/15/2024,07/12/2024,15:15,577.84,USD,577.84,2.3,0.0,07/11/2024,0.0,0.0,346.7,0.0,0.0,26.75,0.0,SGS,2.3,0.0,USD,168.84,168.84,0.0,409.0,07/11/2024,07/12/2024,Fatihaqul Ihsan,+23 725 1616,FE detail Received,Priya,4524159253,,15:15,17:15,07/15/2024,4,MET,MET,Not Met,MET,MET,MET,MET,07/11/2024,07/15/2024,07/11/2024,TASK CLOSE
CHR001000203,SGS S.A.,SGS S.A. - Singapore,Singapore,Project,FEB3136809970,04/08/2024,Apr-2024,04/08/2024,04/08/2024,04/17/2024,04/17/2024,09:15,794.71,USD,794.71,7.7,2.7,04/08/2024,476.83,81.0,0.0,0.0,0.0,21.18,0.0,Neeco,7.7,2.7,USD,24.25,24.25,2.7,770.46,04/08/2024,04/09/2024,Joel Macharia,+6 155 6966,FE detail Received,Sonali,4528130660,,09:15,16:15,04/17/2024,4,MET,MET,Not Met,MET,Not Met,MET,MET,04/08/2024,04/17/2024,04/08/2024,TASK CLOSE
CHR001000204,Seven For All Mankind,Seven For All Mankind - Singapore,Singapore,BAU,FEB1421182269,03/21/2024,Mar-2024,03/21/2024,03/21/2024,04/02/2024,03/29/2024,09:30,516.42,USD,516.42,2.5,0.9,03/21/2024,0.0,0.0,309.85,27.0,0.0,61.64,0.0,SGS,2.5,0.9,USD,98.85,98.85,0.9,417.57,03/21/2024,03/22/2024,Ismail Ahmed,+26 484 4615,FE detail Received,Renuka,4563215242,,09:30,11:30,04/02/2024,5,MET,Not Met,MET,Not Met,MET,MET,MET,03/21/2024,04/02/2024,03/21/2024,TASK CLOSE
CHR001000205,Airtel Africa,Airtel Africa - UK,UK,Project,FEB4889428336,03/10/2024,Mar-2024,03/11/2024,03/11/2024,03/20/2024,03/15/2024,14:15,534.36,USD,534.36,6.2,1.5,03/11/2024,320.62,45.0,0.0,0.0,0.0,50.47,0.0,Neeco,6.2,1.5,USD,57.24,57.24,1.5,477.12,03/11/2024,03/12/2024,Ivan Petrov,+71 975 4763,FE detail Received,Renuka,4555256920,,14:15,20:15,03/20/2024,5,MET,Not Met,MET,Not Met,MET,MET,MET,03/11/2024,03/20/2024,03/11/2024,TASK CLOSE
CHR001000206,SGS S.A.,SGS S.A. - UK,UK,Project,FEB7576117754,05/06/2024,May-2024,05/07/2024,05/07/2024,05/18/2024,05/14/2024,16:00,778.5,USD,778.5,5.3,2.9,05/07/2024,467.1,87.0,0.0,0.0,0.0,43.55,0.0,Neeco,5.3,2.9,USD,99.3,99.3,2.9,679.2,05/07/2024,05/08/2024,Joel Macharia,+90 941 2605,FE detail Received,Supriya,4566476033,,16:00,21:00,05/18/2024,2,MET,Not Met,MET,MET,MET,Not Met,Not Met,05/07/2024,05/18/2024,05/07/2024,TASK CLOSE
CHR001000207,Deutsche Telekom,Deutsche Telekom - UAE,UAE,Project,FEB7987099862,05/02/2024,May-2024,05/04/2024,05/04/2024,05/06/2024,05/06/2024,14:15,510.99,USD,510.99,3.9,0.3,05/04/2024,0.0,0.0,306.59,9.0,0.0,59.27,0.0,SGS,3.9,0.3,USD,165.78,165.78,0.3,345.21,05/04/2024,05/05/2024,Fatihaqul Ihsan,+1 981 2158,FE detail Received,Supriya,4592710981,,14:15,17:15,05/06/2024,3,MET,MET,Not Met,MET,MET,Not Met,MET,05/04/2024,05/06/2024,05/04/2024,TASK CLOSE
CHR001000208,SGS S.A.,SGS S.A. - Australia,Australia,BAU,FEB4027409334,12/16/2024,Dec-2024,12/16/2024,12/16/2024,12/28/2024,12/26/2024,13:30,1161.73,USD,1161.73,13.4,2.2,12/16/2024,0.0,0.0,0.0,0.0,697.04,49.25,66.0,NSC,13.4,2.2,USD,30.96,30.96,2.2,1130.77,12/16/2024,12/17/2024,Kwame Mensah,+27 241 6487,FE detail Received,Anandhy,4572428426,,13:30,23:30,12/28/2024,1,MET,Not Met,Not Met,Not Met,MET,Not Met,Not Met,12/16/2024,12/28/2024,12/16/2024,TASK CLOSE
CHR001000209,Airtel Africa,Airtel Africa - China,China,Project,FEB7961932703,06/29/2024,Jun-2024,06/30/2024,06/30/2024,07/14/2024,07/09/2024,16:30,760.97,USD,760.97,10.2,2.2,06/30/2024,0.0,0.0,0.0,0.0,456.58,65.99,66.0,NSC,10.2,2.2,USD,26.6,26.6,2.2,734.37,06/30/2024,07/01/2024,Lin Xiaoming,+89 928 2075,FE detail Received,Anandhy,4561454824,,16:30,23:30,07/14/2024,1,MET,Not Met,MET,Not Met,Not Met,Not Met,Not Met,06/30/2024,07/14/2024,06/30/2024,TASK CLOSE
CHR001000210,Hilton Hotels,Hilton Hotels - India,India,Project,FEB1812009356,12/22/2024,Dec-2024,12/22/2024,12/22/2024,12/31/2024,12/30/2024,15:00,488.18,USD,488.18,5.5,0.5,12/22/2024,0.0,0.0,292.91,15.0,0.0,11.54,0.0,SGS,5.5,0.5,USD,102.01,102.01,0.5,386.17,12/22/2024,12/23/2024,Fatihaqul Ihsan,+30 954 9513,FE detail Received,Rahul,4545080697,,15:00,20:00,12/31/2024,4,MET,MET,Not Met,MET,MET,MET,Not Met,12/22/2024,12/31/2024,12/22/2024,TASK CLOSE
